"projectNr" "projectRegion" "sponsor" "Approved" "Signed" "enterpriseBase" "totalProjectCost" "riskManagement" "guarantee" "loan" "equity" "URL"
"30135" NA "The project Sponsors are Chandaria and Shah Families who each own 50% of Safal Investments (Mauritius) Limited." "2011-08-26" "2011-11-28" "Kenya" "The total project cost is estimated at $15 million.  The proposed IFC investment is an A loan of up to $15 million in Mauritius." "" "" "15" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/4140dc6eed9d954785257881006b675a?OpenDocument"
"30136" NA "On an undiluted basis, the Company is owned by:  Mr. Herbert Pardula (80%): He was the founder and President of SAT Corp., a provider of satellite communications monitoring systems, until its acquisition by Integral Systems in 2000.  Mr. Pardula was also the founder and VP of Systems Engineering for Automatic Test, a supplier of automated microwave test systems.  Mr. Abel Avellan (20%): co-founded the Company and is chief architect of its business model. Prior to Emerging Markets Communications, Mr. Avellan was a Managing Director for ImpSat Fiber Networks, at one time South America’s largest VSAT operator.   Mr. Avellan is co-inventor of the Noise Reduction System (NRS) bandwidth optimization technology.  Emerging Markets Communications has a number of share equivalent instruments, which when exercised, will partially dilute Mr. Pardula and Mr. Avellan." "2011-06-21" "2011-07-18" "Argentina" "The Project consists of:  -Capital expenditure and working capital financing  to secure, maintain and increase customer contract base; and  -Resources for strengthening EMC’s balance sheet by refinancing existing bank debt and other instruments and obligations. For the period 2011-2013, the total project cost is estimated at $60 million. EMC is seeking $19.5 million of long term financing from IFC, with the remaining needs to be covered by the Company’s internal cash-flow generation and potentially with FMO.  IFC’s financing will be in the form of a loan of up to $12 million and an equity investment of up to $7.5 million.  FMO will provide $7.5 million and a loan of up to $10 million" "" "" "12" "10" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/da8154bbceeebf9b852578720074e930?OpenDocument"
"30143" NA "Bancpost  is a wholly-owned subsidiary of EFG. Based in Greece, EFG has presence across 10 countries, including Romania, Serbia, Bulgaria, Turkey, Poland and Ukraine. EFG employs more than 23,000 staff and offers its products and services through its network of over 1,600 branches and points of sale.  EFG is a member of the EFG Group, an international banking group with a presence across 40 countries." "2010-12-20" "2010-12-22" "Greece" "The proposed IFC investment is a $75 million senior loan to Bancpost for IFC’s own account." "" "" "75" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/8f5beffc2975e9dc852577c4006ca291?OpenDocument"
"30145" "Middle East and North Africa" "TGL is a wholly-owned subsidiary of Dawood Lawrencepur Limited (DLL or the Sponsor). DLL is listed in the Karachi and Lahore stock exchanges with a 34.5% public float and has been principally engaged in the manufacture and sale of yarn fabrics. Currently, the Sponsor is winding down its textile related business through the sale of assets and focusing on developing its renewable energy business. The Dawood family, through Dawood Corporation and other entities, has a majority ownership interest in DLL. The Sponsor owns a 16.2% shareholding in Dawood Hercules Corporation Limited (DHCL), a holding company, which in turn holds direct or indirect interests in Engro Corporation Limited, Dawood Hercules Fertilizer Limited, Hub Power Company Limited and Sui Northern Gas Pipelines Limited." "2015-01-29" "2015-03-07" "Pakistan" "The total Project Cost is estimated at US$128.7 million and is proposed to be funded with a debt to equity ratio of 75:25. Of the total US$96.5 million in debt, IFC is considering providing an IFC A Loan of up to US$24 million and mobilizing up to US$50 million. The balance of the debt will be provided by local Pakistani banks. IFC is also considering an equity investment of up to US$8 million. This Project will be IFC’s second wind investment in Pakistan." "" "" "22" "7.5" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/543d3e9c5f887d9685257ab4006b6293?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/e94fc012073b9d7385257ab4006c0835?OpenDocument"
"30147" NA "Triglav Group is indirectly controlled by the Slovenian government where approximately 62.5% of its shares are owned by two state-owned entities.  The rest of the ownership is fragmented with no party holding more than 5% of shares. Triglav is also listed on the Ljubljana stock exchange. Triglav Group is an experienced regional insurance company and has embarked on a new strategy to expand capacity of its existing subsidiaries and to further tap into new markets in the region. IFC has been given the opportunity to come in with new money to support this strategy." "2011-12-08" "2012-03-30" "Not found or country name unknown" "IFC’s investment would be in the form of ordinary common shares for an amount of up to €25 million for a shareholding of up to 20% in Triglav Int." "" "" "" "33.28" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/6a0680493349f114852579300066bde6?OpenDocument"
"30154" NA "The shareholders of NDPL are The Tata Power Company Limited (51%), an existing client of IFC, and Delhi Power Company Limited (49%), a fully owned company of the Government of National Capital Territory of Delhi. Tata Power is India's largest private power company, promoted by Tata Sons Limited, with operating generation capacity of over 2,971 MW together with electricity distribution and transmission assets including distribution assets in Delhi, and a transmission company (Powerlinks - 51%, also an IFC client)." "2011-01-18" "2011-06-15" "India" "The total cost of the Project is expected to be about $22 million. IFC is considering an investment in the form of an A loan of up to $15 million or its INR equivalent in NDPL." "" "" "15" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/27773d5538f6288c852577a6005ed6fe?OpenDocument"
"30156" NA "The Fund will be domiciled in Mauritius and managed by Cauris Capital Partners II (“Cauris”, “Fund Manager” or “Manager”), a local fund manager based in Lome, Togo with a track record managing SME investments in two previous funds in the same WAEMU region including challenging IDA countries.  The Fund Manager currently has three partners from Togo. Noel Yawo Eklo, Togolese, joined Cauris in 1995 and was a co-founder of Cauris Management the fund manager in 1997.  He became CEO in 2002 and led changes in the fund’s strategy which led to successful exits and the raising of a follow-on fund.  Prior to joining Cauris, Noel was deputy accountant at Hypermarche Auchan in France and auditor at FICAO in Lome, Togo.  He is a graduate of Ecole Supérieure d’Informatique et de Gestion de Paris and Ecole Supérieure de Gestion de Paris France. Visseho Thierry Gnassounou, Togolese, joined Cauris in 2001 and is in charge of the Abidjan office.  Prior to joining Cauris, Thierry was auditor at Afrique Audit and Consulting in Lome, Togo.  He holds a Bachelor Degree in Economics and M.S. in Finance from the University of Montreal. Lolo Kouassi Nolitse, Togolese, joined Cauris in 1996 and is among the co-founders of Cauris Management in 1997.  Prior to joining Cauris in 1996, Lolo was an analyst at a consulting firm in Lomé.  He holds a Master degree in Management from the University of Lomé. In addition to the three partners, there are three investment staff as follows:  Constant Kouamé-Kra, Ivoiran, Associate, Schola Laban, Togolese, Analyst and Timothée Kokou Akodo, Togolese, Accounts  Manager.  The Manager has plans to hire additional staff in 2011 including an experienced Vice President." "2011-09-21" "2012-03-16" "Togo" "The Fund reached first closing of €45million in October 2010 and plans to reach the target total fund size of €60 million by October 2011.  IFC proposes an equity investment not exceeding 20% of the Fund." "" "" "" "7.22" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/2ac64780a8862f44852578c60073bb50?OpenDocument"
"30167" "Europe and Central Asia" "Founded in 1992, Farmakom is a diversified private group wholly owned by Mr. Miroslav Bogicevic, a Serbian citizen.  Farmakom grew rapidly over the past five years by investing and successfully turning around all acquired companies through privatization." "2011-06-13" "2011-06-02" "Not found or country name unknown" "The total project cost is estimated at EUR166 million for the period covering 2011-2013. The project includes a corporate capital expenditure plan including maintenance capital investments, working capital financing, and the refinancing of the short-term debt in order to restructure the balance sheet.  The project is proposed to be financed partially by an A Loan of EUR40 million for IFC’s own account in addition to up to EUR60 million in parallel loans from local banks in Serbia." "" "" "59.44" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/19560cbfaa07076d8525786c0057cdd4?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/478df1d29c62e2ae8525786c00574eb6?OpenDocument"
"30171" NA "FIMBank was created in 1994 as a niche trade finance Bank. FIMBank is a major international player in the trade finance industry. Listed in Malta, it has a global presence, serving customers in more than 50 countries across four continents. It operates through a wide network of offices, subsidiaries, associate companies and joint ventures, which are spread across the globe, including the UK, the US, Dubai, Egypt, Brazil, Singapore, India, Russia and other key hubs of international trade. FIMBank itself concentrates mainly on conventional and structured trade transactions whereas forfaiting is done through its wholly-owned subsidiary in the UK, LFC, and factoring is carried out by its various factoring affiliates and subsidiaries.   The Group’s shareholders include a number of private Middle Eastern shareholders that have invested in the business since inception, and a large and growing retail shareholder base, in addition to IFC which became a strategic shareholder in 2005. The main shareholders in FIMBank are Massaleh Investments K.S.C.C with 44%, IFC 5.8%, Astrolabe General Trading & Contracting Company 5.7% and the balance is publicly traded." "2011-02-03" "2011-04-20" "Malta" "As part of IFC’s Global Trade Liquidity Program, the funding to FIMBank will be for up to $60 million to channel liquidity to ultimately support trade finance in sub-Saharan Africa and MENA." "" "" "15" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/b14a55d10991c2d7852577ff0074d8e7?OpenDocument"
"30176" NA "Maybank MEACP Pte. Ltd. (the “Manager”) is a 50/50 joint venture (“JV”) between Mayban Ventures Sdn Bhd (\"Mayban Ventures”) and Mr. Mumtaz Khan, founder of Middle East and Asia Capital Partners (“MEACP”), a Singapore-based private equity firm.  Mayban Ventures is the private equity and venture capital management company of Malayan Banking Berhad (“Maybank”).  It has invested in more than 40 companies in Malaysia and has assisted its investees in mapping strategic directions, providing corporate and business development and providing access to other forms of funding and services available within Maybank.   Maybank is the largest publicly listed Malaysian financial services group with a market capitalization of approximately $16.7 billion, a network of over 1,700 branches and offices in 14 countries." "2011-06-02" "2011-06-03" "Singapore" "The Fund is targeting to raise $350 million commitment. IFC proposes an equity investment of the lesser of  $25 million or 20% of the total commitments" "" "" "" "25" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/7b3bf14eb631e50a85257880005fe491?OpenDocument"
"30178" NA "The project sponsor is Palestine for Credit and Development, Faten, a leading MFI in West Bank and Gaza that was established in 1999 as a non-profit Limited Liability Company. Faten’s vision is to enable low-income earners and productive poor to improve their social and living standards through micro and small-sized enterprises with special focus on women entrepreneurs. Faten is the largest MFI in West Bank & Gaza in term of portfolio and second largest in term of number of clients. As at September 2010, Faten had 9,760 active loans (of which 83% were loans to women) and an outstanding portfolio of $20.7 million. Faten serves its clients through three regional offices and 10 branches across the West Bank and Gaza and emplyees 67 people. Faten provides a range of products that address the evolving needs of its target clientele." "2011-03-29" "2011-04-07" "Not found or country name unknown" "The proposed IFC investment is up to $3 million A loan for IFC’s own account." "" "" "3" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/9960e03d541f39b1852577e5005f506a?OpenDocument"
"30186" NA "The Company is a wholly owned subsidiary of Engro Corporation Limited whose major shareholding is owned by Dawood Hercules Chemicals Limited.  Dawood Hercules is a Pakistani urea manufacturer with a capacity of 445,000 tons per annum.  Dawood Hercules is owned by Mr. Hussain Dawood, a prominent and well respected business figure in Pakistan and Chairman of the Board of Engro Chemicals." "2010-12-10" "2010-12-22" "Pakistan" "The proposed IFC investment is a corporate C loan of up to $30 million that will help Engro meet its corporate finance activities." "" "" "30" "0" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/0340703e374e3068852577c9006802d6?OpenDocument"
"30190" "East Asia and the Pacific" "•	Haitai, based in Tianjin, was established in 2005.  In the past 5 years, the Company has paved over 600 km of roads in China with its RMA product. The Company management is an important player in the research and commercialization of waste tire RMA in China. •	SBCVC is a leading venture capital firm in China established in 2000 focusing largely on IT and clean technologies.  •	IFC will invest alongside Softbank China Venture Capital, (“SBCVC”) through its affiliate RMB Fund. Haitai will be the IFC’s fourth investment with SBCVC." "2010-12-29" "2011-01-28" "China" "The total project cost is estimated at $30 million.  IFC is considering an investment of up to $10 million, in the form of equity, warrants and/or debt." "" "" "" "10" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/8c5461c5275cc693852577dd00515c15?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/b1162511ba662711852577dd005f440f?OpenDocument"
"30197" "Sub-Saharan Africa" "U-Com is the largest mobile operator in Burundi, with 940,000 subscribers and approx. 70% market share (Q3 2010). The Company was founded in 1985 and started an MAPS-800 mobile network in Burundi in September 1993. The Company was subsequently awarded a GSM license in 1999 and launched a GSM services in February 2000.  U-Com is 100% owned by Telecel Globe of Malta (“Telecel Globe”) which is a wholly owned subsidiary of Orascom Telecom Holdings S.A.E (“Orascom Telecom”, or “Sponsor”). Orascom Telecom was established in 1998 and currently has mobile operations in North America (Canada), Africa (Algeria, Burundi, Central African Republic, Egypt, Namibia, Tunisia, and Zimbabwe), and Asia (Bangladesh, North Korea and Pakistan). It is traded on both the Egyptian and London Stock Exchanges under the symbols “ORAT EY” & “OTLD LI” respectively. Orascom Telecom is 53.3% owned by the Sawiris family through Weather Investments while the balance is publicly traded." "2011-03-03" "2011-05-13" "Burundi" "The project cost is estimated to be $66.3 million equivalent, mainly for capital expenditure over the period 2010-2012. The proposed IFC investment is up to $25 million senior loan for IFC’s own account." "" "" "25" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/e37382b85b171792852577fc0068ff25?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/fa5741b9d2a46afb852577ff00750bfc?OpenDocument"
"30204" NA "SEWA was founded as a trade union in 1972 in Ahmedabad (Gujarat) by Ms. Ela Bhatt, supporting and organizing retrenched women workers of textile mills in the city. Today SEWA has a membership of more than 1.3 million across nine states, more than half of which are in the state of Gujarat. SEWA is a diversified family of more than 120 organizations. These organizations have various legal forms including companies, cooperatives, trusts and societies. The activities of the group include savings mobilization, lending, training and capacity building, and production/ marketing/rural distribution of products like textiles, agro commodities and construction materials." "2012-04-13" "2012-05-24" "Not found or country name unknown" "The project outlay is estimated at $22 million for distribution of up to 200,000 cookstoves and solar lanterns to SEWA members. Subject to regulatory approvals, IFC (along with FMO, subject to internal approvals) will partially guarantee a loan from local banks to SEWA members. The IFC exposure will be up to $ 10 million subject to regulatory approvals." "" "1.75" "" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/9828bbab37cf8d63852577f2005c45de?OpenDocument"
"30205" NA "Sponsor Au Financiers (India) Pvt. Ltd. is an IFC investee company since March 2010, and a regionally focused NBFC with strong presence in Rajasthan. It finances Commercial Vehicle loans, loans against property and MSME loans with last mile connectivity in Tier-2 and rural market segments. Au had an asset under management of US$395 million as of September 2011. Investors (other than IFC) Other than IFC, there are three potential investors as mentioned below: National Housing Bank (NHB) is set up by the Act of Parliament (viz., the National Housing Bank Act, 1987) as wholly owned subsidiary of Reserve Bank of India (the central bank of the country) to operate as a principal agency to promote housing finance institutions both at local and regional levels and to provide financial and other support to such institutions and for matters connected therewith or incidental thereto.     The Government of Rajasthan, Ministry of Urban Development, Housing and Local Self-Department (GOR), announced the State Housing Policy in October 2009, offering incentives to private sector players to develop affordable housing stock. The GOR is keen to participate in a public-private partnership on the housing finance side.    One of the leading housing finance companies in India." NA NA "Not found or country name unknown" "As per the proposed business plan the total equity capital required during the first 12-24 months is INR1,350 million (US$27 million). The size of IFC’s investment would be around INR204 million (US$4-5 million)." NA NA NA NA "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/0718045c6604eb7c852579a4006af850?OpenDocument"
"30223" NA "PFS is sponsored by PTC India Ltd. (PTC) – the largest power trading company in India (operating since 1999). PTC currently holds a 77.6% equity stake in PFS while GS Strategic Investments Limited and Macquarie India Holdings Limited each hold a 11.2% equity stake." "2011-03-24" "2011-04-28" "India" "IFC plans to provide long term debt to PFS of up to $50 million in the form of a senior loan, which will be used exclusively for on-lending to companies and projects in the renewable energy space in India." "" "" "50" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/f8fce74c88b1ae66852578330064366c?OpenDocument"
"30225" "South Asia" "The main sponsor and majority shareholder of the Project is AK Khan Group who will own approximately 62% equity stake. Established in 1945, AK Khan Group is a privately controlled family business with interests across various industries like. textiles, telecoms, IT etc. AKK has significant local presence in Bangladesh and is considered a key sponsor for a Project such as this which will require deep understanding of local issues at rural sites as well as support by way of permitting, clearances, logistics etc.  WaterHealth International (“WHI”), a private company with  international presence, is the other key shareholder in the Project, also playing the role of a technology partner. It has, thus far, successfully raised more than US$35 million in equity financing from various investors including IFC. Dow Venture Capital is the largest investor in WHI. WHI is a health-centered company with the primary purpose of developing and marketing, decentralized water purification and disinfection systems and services that provide affordable potable water to underserved communities. The company has over 320 operational units spanning India, Ghana and Philippines." NA "2011-02-03" "Bangladesh" "The total project cost is estimated at about $2.2 million for installation of 50 sites in approximately 12 to 15 months as a pilot, of which IFC expects to contribute up to about $0.41 million in equity for its own account. The entire Project is expected to be equity funded for the pilot stage and AK Khan will be the major capital contributor and majority Sponsor." "" "" "" "0" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/44ad1084e8af8b48852578e600754e63?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/ebda0a26df4ff6c7852577b50071aeeb?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/edbaa786ec33a52d852577b500723b46?OpenDocument"
"30228" "Sub-Saharan Africa" NA "2012-03-15" "2012-07-13" "Not found or country name unknown" "The total project cost is estimated to be $440 million. The proposed IFC investment consists of a secured senior loan of up to $120 million, composed of up to $105 million A Loan for IFC’s own account and up to $15 million in concessional funding from the Canada Climate Change Program.   ." "" "" "105" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/61b2b9a55596ef78852578a400758615?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/b595b8cc659b56ff852578a40074a570?OpenDocument"
"30229" "Latin America and the Caribbean" "Comemsa is owned by Abengoa Mexico SA de CV, Servicios Auxiliares de Administracion SA de CV (a service company) and Eucomsa SA.   Eucomsa is a global leader in the design and engineering of transmission and solar structures, and is owned by Abeinsa and Abengoa Solar. Abengoa Solar is a global leader in the application and development of solar technologies, as well as in the promotion and operation of solar energy plants. Abeinsa Ingenieria y Construcción Industrial SA, the flagship company of Abengoa SA and global leader in the EPC industry." "2011-05-27" "2011-06-17" "Mexico" "Total project cost is estimated at $40 million.  IFC will provide a $24 million A loan for IFC’s own account to cover the expansion plan and refinance $4 million of existing debt." "" "" "24" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/2adb1422b96998ed8525785a007ad784?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/b167e6e4f443677c8525785a007817bb?OpenDocument"
"30231" "South Asia" "SGEL is promoted by Mr. M. Komaraiah and family (“Sponsors’). The Sponsors hold 50.10% of SGEL, and the balance is held by IL&FS Energy Development Company Ltd (20%) and Axis Infrastructure Fund 1 (29.90%)." "2011-05-20" "2011-05-30" "India" "IFC will provide up to $15 million in corporate equity financing to the Company to finance its pipeline projects and up to $15 million in project debt financing in the form of IFC ‘A’ Loan to RPL for the 2x23MW biomass projects. The tenor of the ‘A’ loan will be up to 12 years with a grace period of 3 years. The IFC Post-2012 Carbon Facility (the “Facility”) proposes to forward purchase up to 3 million Certified Emission Reductions (“CER”) to be generated through 2020 and SGEL’s renewable energy projects. SGEL will receive from IFC a pre-determined percentage of the CER spot price at the time of delivery, subject a floor and a cap. IFC will on-deliver CERs delivered by SGEL to the participants in the Facility on a pro-rata basis." "" "" "15" "15" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/443aaef097ab32238525784900663573?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/755ea6c8c0b01c9b85257846006e47d2?OpenDocument"
"30233" NA "JPMorgan Chase Bank, N.A. is a global financial services firm with leadership positions investment banking, financial services for consumers, small business and commercial banking, financial transaction processing, asset management  and private equity, with operations in over sixty countries and more than 220,000 employees." "2011-06-16" "2012-01-26" "Not found or country name unknown" "For a period of up to 3 years, IFC will take up to US$200 million of credit risk exposure towards a portfolio of counterparties that avail themselves of price risk management transactions supported by the Facility.  IFC’s participation in the Facility will take the form of risk-sharing together with the project sponsor." "200" "" "" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/54ebc5d6919c6f92852578ee007581b9?OpenDocument"
"30235" NA "The Bank is listed in the Philippines Stock Exchange.  The majority of the Bank’s shares are owned by the Yuchengco Group of Companies, a conglomerate with major interests in insurance, investments, schools, materials and construction and real estate.  The balance of the shares are publicly held." "2010-12-16" "2011-03-09" "Not found or country name unknown" "The investment is up to US$49 million in the Bank’s common equity." "" "" "" "48.31" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/8e334cc6b45f57ea85257857004c941a?OpenDocument"
"30236" NA "TCB is a successful and well-managed Russian bank which lends mainly to mid-sized corporates and SMEs.  Its main shareholders are Mrs. Gryadovaya and Mr. Ivanovsky who are spouses and together own 37,7% of the bank.  EBRD and KfW own 28.6% and 10.5%, respectively." "2011-03-31" "2011-06-23" "Not found or country name unknown" "The total project cost is estimated at $60 million, consisting of equity for IFC’s own account of up to $35 million and a loan for IFC’s own account of up to $25 million." "" "" "25" "35" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/af3411904e430bad852578380056b979?OpenDocument"
"30249" "Europe and Central Asia" "The majority of shares (53%) of Altyn Ajydar (“AA”) are owned by Mr. Pavel Terekhov, President, and the rest of the shares are owned by his family members (the “Sponsors”). IFC provided financing of $0.3 million to AA in 1999 for the modernization and expansion of its existing cardboard packaging facility and $1.4 million in 2005 to set up a new corrugated packaging line with a capacity of 10 million square meters near Bishkek.  In 2008, IFC committed a third loan of $1.6 million to finance the production of alucobond panels and insulated glass window units, which was partially disbursed and the remainder was cancelled in 2010 due to declining demand for building materials during the global economic slowdown. IFC projects were implemented successfully, as AA improved its operating performance, increasing its sales from $1.6 million in 2003 to $5.4 million in 2010, by more than 3 times. AA is currently the leader in the corrugated packaging industry in the local Kyrgyz market. AA now wishes to expand its production to neighboring Kazakhstan in order to be closer to its main market and clients. Production in  Kazakhstan will be undertaken by Intermultiservices (“IMS”), AA’s wholly-owned subsidiary in Kazakhstan." "2011-06-23" "2011-06-29" "Not found or country name unknown" "The total cost of the new project is estimated at around $4.5 million, which will be financed by an estimated contribution from the Sponsors and AA of $2.25 million and a senior IFC loan of $2.25 million for IFC’s own account to finance the AA’s corrugated packaging production in Kazakhstan." "" "" "2.25" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/13be6c00f06276d285257899005174cd?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/a3c31e4cab388e10852578990052010f?OpenDocument"
"30252" "South Asia" "Mr. Surender Gupta is Dunar’s Managing Director and son of the founder Late Shri. Duli Chand Agarwal, who founded the Company in 1979. Mr. Gupta has been actively involved in the basmati rice industry for over two decades. Mrs. Kanta Gupta, the sister-in-law of Mr. Gupta, is also involved in making strategic decisions as a board member. Mr. Surender Gupta with his wife and children and Mrs. Kanta Gupta own 63% and 28% of Dunar, respectively.  The remaining minority shares are owned by Mr. Gupta’s mother and Dunar’s management." "2011-08-24" "2011-09-30" "India" "Project cost of about US$140 million includes capital expenditure for the expansion as well as additional working capital requirement associated with increased sales.  The Company plans to raise up to US$30 million in equity and fund the remaining project cost by internal cashflow and working capital debt. IFC is proposing to invest up to US$30 million in total with combination of equity (up to 20% of the Company’s share capital) and A loan.  A private equity fund is proposing to invest about US$10 million in equity as a co-investor to the IFC investment." "" "" "" "20" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/b5554111ab569d5b8525786500528ccd?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/f7271ca515d51be985257865005e2b11?OpenDocument"
"30254" NA "The Project Company is BRAC Bank, an existing IFC client. The Bank was set up in June 2001 by BRAC-one of the largest Microfinance Institutions (MFI) in the world with more than 8 million borrowers.  In January 2007, the Bank was listed on the Dhaka and Chittagong Stock Exchanges.  The main shareholders of Brac Bank include: Brac – 43.77%, IFC- 5.36% and Institutions & general public – 49.25%. The Bank has four subsidiaries - Brac EPL investments Ltd (merchant bank), Brac EPL Stock Brokerage Limited, Brac Asset Management Ltd and bKash Limited (mobile banking)." "2011-05-31" "2011-06-15" "Bangladesh" "The total project cost will be up to $40 million comprising an IFC short term loan with a tenor of up to 12 months, renewable twice at IFC’s option for up to 3 years to provide trade and working capital solutions to SMEs and exporters in Bangladesh." "" "" "40" "" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/97dace7cb24138058525787e004fbca9?OpenDocument"
"30261" NA "The project sponsors, Plural Capital (an asset management company) and Messrs. Rodolfo Riechert and André Schwartz, who today own Plural Capital and are former partners of Banco Pactual, which was one of the most successful Brazilian investment banks.   The company will be managed by Mr. Paulo Botti, a well known executive in the insurance sector. The sponsors will hold (directly and indirectly) approximately 80% of the Company, IFC will hold approximately 14% and the management and other minority investors, 6%." "2011-05-31" "2012-02-02" "Brazil" "Total project cost is estimated at BRL 100 million. The proposed IFC investment is approximately BRL 15 million in straight equity." "" "" "" "9.48" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/8b31547c857e308b85257870007b97c5?OpenDocument"
"30265" "East Asia and the Pacific" "The Company was founded by Dr. Ashok Sinha, a former Senior Vice President at Applied Materials (NAS:AMAT). Dr. Sinha, two co-founders and key employees own approximately 60% of the Company. The Company's leadership team is comprised of veterans from the semiconductor and silicon development industries. Owning an approximate 40% currently, the existing investors Capricorn LLC (“Capricorn”) and China Environment Fund III (“CEF”), are committing to invest additional monies in this round as well. Capricorn is a global investment group which focuses on early stage companies in the clean technologies sector. CEF is an IFC investee fund and active investor in the clean technologies space." "2011-06-23" "2011-06-30" "United States" "The Project cost amounts to approximately $60 million, including capital expenditures for fully integrated production facilities, installation and plant upgrades, pre-operational expenses and working capital, covering the Company’s financial requirements till the end of 2012. IFC is considering to invest up to  $25 million." "" "" "" "25" "http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/16b206c63d6bd0f9852578860043e0d6?OpenDocument http://ifcextapps.ifc.org/ifcext/spiwebsite1.nsf/651aeb16abd09c1f8525797d006976ba/76c59a09a3caa4e985257886004397cd?OpenDocument"
